question,answer,cat,sub_cat
What is Auto payment?,Auto payment facility will allow Etisalat to charge your credit card with your monthly bill to ensure payments are made on time.,mobilenew,mobile_devices
Can I buy an iPhone without any contract?,Yes you can. We are offering different packages where you can purchase an iPhone without any yearly commitment.,mobilenew,mobile_devices
Can I use the data service provided with my iPhone plan while roaming?,"The contract only comes with local data package, however, you subscribe to one of etisalat’s roaming data packages.
,
For more info please visits ,.",mobilenew,mobile_devices
What is the warranty details for my iPhone?,"Your iPhone will be under warranty for 12 month from the date of purchase, you can purchase Apple Care+ for extended warranty or accidental damage coverage.",mobilenew,mobile_devices
Where can I find UAE WiFi by Etisalat?,"Service is available in all UAE Emirates, in key leisure and business locations. For a complete list of locations please visit our interactive locations map.",internet,internet_wifi
Who can access UAE WiFi by Etisalat?,Service is available to anyone holding UAE mobile number and WiFi enabled device.,internet,internet_wifi
Can I log in to multiple WiFi sessions?,Only one WiFi session per mobile number is allowed.,internet,internet_wifi
Do I have to register every time I log in to UAE WiFi by Etisalat?,"No, you will only need to do it once.",internet,internet_wifi
Is there a data limit or time limit during the validity period of the paid package?,"No, there is no data or time limit. You can use as much Internet as you want during validity of your paid package.",internet,internet_wifi
Is there a data limit or time limit during the validity period of the free package?,"No, there is no data limit, but free package time is linked with your mobile data package and will give you between 5 and 30 hours of free WiFi depending on your mobile data package.",internet,internet_wifi
Is there a limit to the number of free WiFi packages I can enjoy?,"If you have multiple mobile data packages during the same month, then your WiFi allowance will accumulate to up to 60 hours in total.",internet,internet_wifi
What happens to my unused allowance when the validity expires?,"Your unused WiFi allowance will not roll over to the next month. For free access a new allowance will be automatically given if you have a valid eligible mobile data package. For paid access, all you need to do is buy another package and continue enjoying the service.",internet,internet_wifi
"Can I use VOIP, VPN, and P2P?","VOIP, VPN and P2P services are restricted.",internet,internet_wifi
How fast is UAE WiFi by Etisalat service?,"We always use the most advanced technologies, so our WiFi access can accommodate traffic up to ultra-fast 300 Mbps speeds. However end result that you will experience depends on many factors including speed of the destination server you are trying to access (ie speed of YouTube page) or limitations of your WiFi chipset in your device.",internet,internet_wifi
What are the type of devices supporting the eWIFI service?,"The device is used only for billing purposes, as login/password can be used on any device that iPass application is installed. Currently iPass app is available for iOS (Apple), Android, PC, Mac devices – it is not available on BlackBerry",internet,internet_wifi
"If I have finished my data bundle (for example: a weekly package for one GB is finished), would it be treated as normal Roaming out of bundle.","No, as iPass service is not using mobile data, but only WiFi hotspots – so if your access to WiFi hotspots is over, then you cannot login to them anymore unless you buy a new iPass package. However you can of course use his 3G/4G mobile data regardless of his iPass WiFi hotspots access",internet,internet_wifi
Can the I activate  the service through SMS while being abroad already?,Yes,internet,internet_wifi
Does the promo renew automatically?,"No, it's simply one free Daily pack per customer (customer needs to send 'ipass promo' to 1010 to get one free Daily pack). All iPass packs are one-time charge based (customer needs to send SMS every time his pack is expired), there is no auto-renewal with any of them",internet,internet_wifi
How can I know before travelling will know if  the hotspot Coverage is available or not?,"In order to use iPass needs to download iPass application first (from our website / app stores), and in that iPass app there is a 'hotspot finder' function which acts as map with all iPass hotspots located. You can also check location of hotspots via iPass website: ",internet,internet_wifi
Why do I need to subscribe to the weekly/monthly data plan if I will be using a hotspot wireless data?,"Such bundle gives you full freedom, as mobile data roaming packs give you mobility but they are limited with 1GB and speed (so good mainly for websites, email, social media etc.), and WiFi hotspot access gives you unlimited usage with high speed but it's limited coverage (so good for heavy websites, apps download, music, movies, gaming etc.)",internet,internet_wifi
Can I get a website for my personal use? ,,internet,internet_web_hosting
"What is the minimum knowledge I need, to be able to use the web hosting service? ",,internet,internet_web_hosting
Can you design a website for me?,,internet,internet_web_hosting
Do you provide assistance on web designing?,"At this stage, we do not provide assistance in web designing. However, below are web designing companies that we recommend,1. Advanced Digital Technology,2. Al Ghanem Net Computers LLC,3. Cyber Gear LLC,4. Avanza Solutions ME-LLC,5. Structure IT Solutions 6. Era of Technology",internet,internet_web_hosting
What server side technologies and web database integration does Etisalat web hosting support?,"- Pre-written CGI Scripts,- FrontPage 2000 Server Extensions,- Java Servlets,- JSP,- Chili Soft ASP,- Macromedia Flash Generator,- Macromedia Cold Fusion,- PHP,- MySQL Database",internet,internet_web_hosting
Do you provide statistics for my website?,,internet,internet_web_hosting
What is the minimum period of subscription?,,internet,internet_web_hosting
I have applied for the website. How do I know that my site is active? How long will it take to activate it?,,internet,internet_web_hosting
